"","GENEID","Alignment.x","Rank.x","baseMean.x","Alignment.y","Rank.y","baseMean.y","logMeanExpression","RankDiff","MeanRank","num.trans"
"431","ENSMUSG00000020547","STAR",898,8177.48038025114,"HISAT2",876,7735.88754702158,9.39644012852295,22,887,10
"432","ENSMUSG00000070003","STAR",940,2847.61360326553,"HISAT2",918,2749.59423274771,8.3481615045009,22,929,15
"433","ENSMUSG00000024012","STAR",941,4066.54460913813,"HISAT2",919,3946.28197159298,8.70610723575524,22,930,NA
"434","ENSMUSG00000050965","STAR",964,10029.2223965317,"HISAT2",942,9911.53998932207,9.61480447198906,22,953,NA
"435","ENSMUSG00000030641","STAR",1001,2058.69132598141,"HISAT2",979,2038.68678044519,8.03204659315393,22,990,NA
"436","ENSMUSG00000024856","STAR",1027,1912.6726081903,"HISAT2",1049,1798.79901880566,7.94167689897194,-22,1038,5
"437","ENSMUSG00000024349","STAR",1059,5912.19582926164,"HISAT2",1037,5823.46261053893,9.08522230325318,22,1048,NA
"438","ENSMUSG00000022500","STAR",1068,1325.83828785573,"HISAT2",1046,1318.22747210901,7.59335002351447,22,1057,NA
"439","ENSMUSG00000032578","STAR",1096,9534.93830901585,"HISAT2",1074,9471.12229248856,9.565949710227,22,1085,5
"440","ENSMUSG00000034118","STAR",1162,1096.82804598598,"HISAT2",1140,1079.89606662276,7.40048378078055,22,1151,NA
"441","ENSMUSG00000037788","STAR",1164,971.850576099588,"HISAT2",1142,960.987714930169,7.28093438045295,22,1153,NA
"442","ENSMUSG00000019173","STAR",1305,4846.26300478218,"HISAT2",1283,4777.96149066883,8.88671932890811,22,1294,NA
"443","ENSMUSG00000026430","STAR",1341,6641.69677237127,"HISAT2",1319,6561.74286991672,9.20256705864011,22,1330,NA
"444","ENSMUSG00000028894","STAR",1342,3375.24590890697,"HISAT2",1320,3268.74748652387,8.51911527346626,22,1331,NA
"445","ENSMUSG00000038612","STAR",1364,10561.5659653202,"HISAT2",1342,10452.3075182406,9.66698768418283,22,1353,NA
"446","ENSMUSG00000019818","STAR",1377,7780.30811313141,"HISAT2",1355,7596.89228632684,9.35692716816354,22,1366,NA
"447","ENSMUSG00000022456","STAR",77,28.3193447757526,"HISAT2",56,28.2320582216413,3.74798230418931,21,66.5,NA
"448","ENSMUSG00000026167","STAR",228,34.8906563064566,"HISAT2",249,34.43160944318,3.9532889531251,-21,238.5,NA
"449","ENSMUSG00000091568","STAR",233,102.950101609337,"HISAT2",254,102.334782737921,5.03771525293929,-21,243.5,NA
"450","ENSMUSG00000025743","STAR",419,559.095265670942,"HISAT2",398,549.541105943346,6.72607250049701,21,408.5,NA
"451","ENSMUSG00000037325","STAR",432,137.56071216721,"HISAT2",411,134.903829639342,5.32307157229947,21,421.5,NA
"452","ENSMUSG00000058216","STAR",678,687.408838546432,"HISAT2",657,664.204285646481,6.92707836128526,21,667.5,4
"453","ENSMUSG00000076499","STAR",750,527.369619346831,"HISAT2",771,475.425527796948,6.63998351854507,-21,760.5,2
